### LC--->noradrenaline_LC DR--->serotonin_DR VLPO--->GABA_VLPO WR--->acetylcholin_WR R--->acetylcholin_R SCN--->GABA_SCN 
time	hypnogram	LC_F	LC_C	DR_F	DR_C	VLPO_F	VLPO_C	WR_F	WR_C	R_F	R_C	SCN_F	SCN_C	homeostatic
10	1	5.819215674550417	0.8752753385115482	3.9876058876979474	0.8491401404836171	-0.003699934432073255	0.001534285146541	5.551396511539804	0.9382608747498481	-0.0037134269169088706	0.00041203131924463836	4.286669413156036	0.7966131944768986	0.26205670501256684
12	1	5.791390830531251	0.8711301524756065	3.6806915270517404	0.8333960645187282	-0.008292819519067957	0.0010611059770829886	5.455209066873244	0.9404287988602835	0.004201023117239078	0.00014661251214267445	4.282250229367349	0.795376100028269	0.2644474458956388
14	1	5.790539011298419	0.8672356219141536	3.3873578332301655	0.8160603750492976	-0.004563978875957517	0.0007813215714979644	5.3500793123219035	0.9415679839457117	0.004909838022189969	0.00032826702870624764	4.2719458067422185	0.7942599727990841	0.266831365742008
16	1	5.771489609257934	0.8635766981000786	3.1334619658870255	0.7973451616943175	-0.015463599295432605	-0.0002021270961933943	5.291603784622286	0.9419819218333876	-0.0038024855928117398	0.00013718224586984292	4.266492611790657	0.7931867489169478	0.26920848401281383
18	1	5.766480397918738	0.8601443415517478	2.8956649397149534	0.7774192413255119	-0.008137930054259264	-0.0009381078426637992	5.240415147163345	0.9419808874231828	0.005676403196838502	-1.663815534496943e-05	4.248432653977673	0.7920707188048414	0.27157882011367096
20	1	5.74554308536341	0.8569255677689198	2.676804465994665	0.7564617259261337	-0.005263441778523848	-0.0010357787725101433	5.1944324487330285	0.9415950992766927	-0.006517191979880694	0.00010123650245621034	4.244198072007457	0.7910229246054582	0.2739423933948279
22	1	5.741811826306577	0.8539004982041273	2.4810019190198416	0.7346899529662576	-0.0005974407142457431	-0.0008200642957375845	5.154270757675114	0.9410269660189066	-0.00036931696778591473	0.00011862037635884162	4.2269942456344305	0.7899996115397783	0.27629922315132505
24	1	5.732769941843185	0.8510619413415014	2.2866373420579853	0.7122875494679098	0.004239913760888766	-0.0007716076036771345	5.116575003743347	0.9402706053565986	-0.0030598117976665434	0.0003378708356457455	4.212278708601263	0.7889014195488447	0.27864932862315134
26	1	5.735997654673568	0.8484164527727768	2.0894223937350604	0.6891281128838375	-0.005543049646312392	-0.0006838625154173602	5.087089575054833	0.9394032694116653	-0.0006823204281923697	0.00019443905487945542	4.205242251878019	0.7877843583577855	0.28099272899540256
28	1	5.72078043333699	0.8459261077022245	1.9260044364967683	0.6654074176923865	-0.01149506006475491	-0.0008819063014057988	5.0550948747092965	0.9384590208576635	0.0016092252297681751	0.00020654242051252632	4.189743880365954	0.7866214715812877	0.2833294433984377
30	1	5.728202266773164	0.843597105834973	1.7723695923857412	0.6413791324207991	-0.011825397500928899	-0.0011270075676980415	5.044447502327179	0.9375164451877073	0.0019751705838906407	0.0004196751529887188	4.177080601180941	0.7854935468178526	0.2856594909080339
32	1	5.734059886438963	0.8415144247267357	1.6325188973656373	0.6172242727773403	-0.010236262103140105	-0.0014017659784289506	5.031082447552877	0.9366235614445682	-0.001660179063041497	3.223076596542657e-05	4.1618124181651845	0.7842617005975877	0.2879828905455439
34	1	5.723204187468568	0.8395807524724499	1.504003236051629	0.5931061720347013	-0.000552317227338234	-0.0013578103159278881	5.021670949408522	0.9358507627707258	-0.00572312963890184	-3.390992460774498e-05	4.146172639603619	0.7830130737606323	0.2902996612780499
36	1	5.717021246240769	0.8377543094336364	1.3918990687000081	0.5691499924842267	0.007451520706929175	-0.0011074920850765511	5.019060139711075	0.935183299542132	0.001538948826620998	-6.745164041781569e-05	4.139935750381384	0.781774116580317	0.2926098220185198
38	1	5.706311863846704	0.8359896676239214	1.2954743744943593	0.5454888222396767	0.01630639641486978	-0.00041407028797902853	5.025642474388411	0.9346045033816127	0.005757438673213787	0.0002725620016037642	4.12977939070847	0.780581459581494	0.2949133916259597
40	1	5.710751726645995	0.8343819149927095	1.1932786434400622	0.5222925480928359	0.026311763797724392	0.0007583822271587354	5.017595218866625	0.9341745821874365	-0.0012502014920507142	0.0004976099270338697	4.112430716468195	0.7793308524054162	0.2972103889055697
42	1	5.718660127120334	0.8329166378755752	1.1124228833910534	0.4996394223961445	0.027955593973232228	0.0018009132730963282	5.001564394809611	0.9336760429985511	-0.009473261095731182	0.00030279232207067495	4.103047737142015	0.7781075104359705	0.29950083260889643
44	1	5.7185802333067945	0.8315835163202503	1.032704832892803	0.47751515742961353	0.04355152729927269	0.0032088809442491983	4.997274620200722	0.9332389657370469	0.003262446696153206	-0.00010060490689963877	4.087769848465722	0.7768656052351911	0.3017847414339868
