### LC--->noradrenaline_LC DR--->serotonin_DR VLPO--->GABA_VLPO WR--->acetylcholin_WR R--->acetylcholin_R SCN--->GABA_SCN 
time	hypnogram	LC_F	LC_C	DR_F	DR_C	VLPO_F	VLPO_C	WR_F	WR_C	R_F	R_C	SCN_F	SCN_C	homeostatic
10	1	5.776094807880561	0.874984977418894	4.0253567331710896	0.8496755600742548	0.019786684777252726	0.001570120577664126	5.555383819149652	0.9382943723384407	0.010548117306063677	0.00010720002696888405	4.2871718026429555	0.7967321481037084	0.26205670501256684
12	1	5.7712013751079505	0.8706943901904918	3.7294719472335753	0.834309695692339	0.010558127495428287	0.001859989472543284	5.452482515306265	0.9404465123609534	0.005114170153409063	0.00039524702058412814	4.280919523514293	0.7954904762507912	0.2644474458956388
14	1	5.756993425144482	0.8666957876629151	3.447478919519087	0.8173851481761961	0.015503308795289123	0.0023258469832200383	5.374680459549102	0.9416560117294314	0.006588104683824681	0.00047173278474739694	4.273568310475471	0.79437456723383	0.266831365742008
16	1	5.748915777929659	0.8629604684502346	3.1717468602369356	0.7990053167460914	0.014195018862921606	0.002707011179409864	5.299017225055999	0.9421799553929944	-0.005913153374546698	0.00042253951728773087	4.264463248216153	0.7933307808593469	0.26920848401281383
18	1	5.7330613101745325	0.8594229479656545	2.9273644772381138	0.7792815826098947	0.009724029737044159	0.0027728159563184204	5.241544090587174	0.9421628016545794	-0.006125132929658931	4.2255395947249605e-05	4.248005126082068	0.792258991589791	0.27157882011367096
20	1	5.711634225709779	0.8560437547103661	2.6940019304562823	0.7584946323889381	0.014328790856344451	0.0026477002987774795	5.190051630299768	0.9417835582377827	7.128655395480287e-05	0.00011175795600079927	4.241956460477912	0.7912237577570634	0.2739423933948279
22	1	5.720845769432073	0.8529193642611447	2.4946456141973994	0.7367672929503456	0.01582528514699765	0.002874065259709068	5.147046775857315	0.9410954848061767	0.00823446784965266	0.00025206795230207316	4.225226029362714	0.7901563360058118	0.27629922315132505
24	1	5.723419886217637	0.8500939713196748	2.293128475771076	0.7143120585082026	0.016883910328046453	0.003296868969489567	5.107193462240051	0.9402877581619355	-0.013008666192472328	-3.795218961638526e-05	4.216752985709603	0.7890409450831294	0.27864932862315134
26	1	5.723115054017749	0.8474804953301232	2.13359679422946	0.6913093149906439	0.0257161641946677	0.0036045212427220892	5.085428281573908	0.939356102659655	-0.0015194610461067614	-0.0006114574869135733	4.207440891226536	0.7879760871248389	0.28099272899540256
28	1	5.715803611066586	0.8450442371534548	1.9865094747854501	0.6680819126141876	0.017909358469016232	0.003968994752546609	5.066353458605629	0.9384735237944779	-0.004028100928973115	-0.0005329995665196198	4.190707421025931	0.7868329275108085	0.2833294433984377
30	1	5.71398282420393	0.8427602849593153	1.82892681936292	0.6446235759898175	0.019425341131707265	0.004065014519396749	5.047597769450316	0.9376132285058392	0.003289529543113752	-0.00043722856565484003	4.179158509865085	0.7856885691161793	0.2856594909080339
32	1	5.7081578295596875	0.8406509265062775	1.677584312062412	0.6209834230378961	0.008332598122061595	0.004019310276007229	5.028624362122797	0.9367277874143867	0.0002201802354108726	-0.00020744712684375157	4.174057586254161	0.7845326943133425	0.2879828905455439
34	1	5.710753179400351	0.8386837051460116	1.5462809153474777	0.5971715005400152	0.009039602564935667	0.0036059255129662665	5.0144371236038	0.935892850957138	-0.009368776447295868	-0.00029685061619399544	4.155181743283807	0.7834147224738361	0.2902996612780499
36	1	5.730379832161989	0.836926931278877	1.42386411503064	0.5733555365825038	-0.001542736740940203	0.0031940709275441823	5.00770856852976	0.9351159581302293	0.006347145218790536	-0.00038429401136602675	4.149557204521454	0.7822359857338185	0.2926098220185198
38	1	5.732056469328357	0.8353445747769648	1.3051393124663806	0.5496554330386899	-0.020657119733852564	0.0018518953865631277	4.99576715995891	0.9343700340885008	0.0018925959492832162	-8.358334214282743e-05	4.124905225345636	0.781025641409027	0.2949133916259597
40	1	5.73345465209585	0.8339258217026295	1.2000893566708073	0.52618691660062	-0.0008408670525516229	0.0013038520342571994	4.982901208790071	0.9337132896764159	-0.0013370654440460566	-0.0001750949864956173	4.115364222878501	0.7797807900524484	0.2972103889055697
42	1	5.725589090516673	0.8325627945180668	1.1252099073988797	0.5032303338895185	0.024860989289049274	0.001376707295989795	4.983179087061197	0.9331192173760494	-0.002228706096029621	-0.0003765558595488905	4.105785720247464	0.7785612204895398	0.29950083260889643
44	1	5.731629473053804	0.8313131592001661	1.0596079452002545	0.4810870337290308	0.0411731031823456	0.0026096551992800423	4.9837424800158505	0.9326312859074595	0.007600293623667468	-0.000463603950962976	4.09018766709109	0.7773199366107261	0.3017847414339868
