### wake--->noradrenaline NREM--->GABA REM--->acetylcholin 
time	hypnogram	wake_F	wake_C	NREM_F	NREM_C	REM_F	REM_C	homeostatic
10	1	0.895748524159589	0.6581608328159059	1.8578457948152824	0.38273058656508413	0.001755096522076918	0.0005698132759452664	0.48701338943130895
12	1	0.8736703954436299	0.6210091428999251	1.5431530279716899	0.3856360429290681	0.004875794375705949	0.0006592941232958959	0.4844568274836708
14	1	0.8601228931259469	0.5864776492853722	1.2736683384448855	0.37661913806160713	-0.0015329093579011341	0.0006657976401338963	0.4819136861300733
16	1	0.8505618916438852	0.5544619403822515	1.075402287881238	0.359759954592494	0.001391676583037404	0.0006908073699451021	0.4793838949195176
18	1	0.8583275947479639	0.524923460790307	0.9342057060514696	0.3386664671272054	0.00913653756404257	0.001188407286115516	0.47686738377083415
20	1	0.8643749916527671	0.4976259195791424	0.8376975221182303	0.31674556004446114	0.007495966882328224	0.0012741276393661324	0.4743640829707433
22	1	0.8801126331208418	0.4725784001685448	0.7885669765626924	0.29541057177876096	0.0058450082628673595	0.0015733892570910064	0.4718739231719226
24	1	0.9172891885503541	0.4499145558906436	0.7893139641872897	0.27672479936929534	0.014976411916522228	0.001912566259820238	0.46939683539108595
26	1	0.959271671355425	0.42963863495140653	0.8168886711589582	0.26239801877159946	0.020771243826470165	0.0025161548581960863	0.46693275100707365
28	1	1.0094952169743836	0.4115620557757342	0.8862621211835451	0.2526931614547803	0.034016433678544754	0.0036309205373387075	0.46448160175895
30	0	1.0607091613630095	0.39559758449068844	0.9800053157294603	0.2484128093066552	0.0584040811443402	0.0056561612155749145	0.46204331974411317
32	0	1.1119925445755992	0.38164516031726614	1.1131924511152067	0.24993370412376648	0.07623597335128533	0.008862725210977815	0.4596178374164144
34	0	1.1507351914716535	0.36940567179596356	1.2508481792087087	0.2568948852768358	0.09123378211529827	0.012147721704810793	0.4572050875842858
36	0	1.1850318887608227	0.3586598712152858	1.3857612568678404	0.26815459946009496	0.09595549994555096	0.01576917504463516	0.45480500340888047
38	0	1.209615327649896	0.349272482247279	1.525718881838576	0.2826786912471016	0.1081881729367596	0.019166768604145432	0.45241751840221905
40	0	1.2271878435568224	0.3408351581180732	1.6842174532755252	0.3006219134630198	0.11171201498851142	0.022188210916788662	0.45004256642534884
42	0	1.2101027080886257	0.33299841079039083	1.8277577921411639	0.32116661305507016	0.11032460285873574	0.024888664833486156	0.4476800816865125
44	0	1.206813405604289	0.32562065205536	1.9731068871050224	0.34354812191623113	0.10207173693009508	0.026482225251843898	0.44532999873932316
46	0	1.1790537263768266	0.318569404026092	2.1092768142138953	0.3666494959213226	0.10028273272201185	0.027659573345035635	0.442992252480954
48	0	1.1534173532963763	0.3116954361197355	2.246659144034835	0.390204522227874	0.0754890133126944	0.028005546596151443	0.44066677815033295
50	0	1.1163488726372015	0.30499082603718763	2.357948619975886	0.4138124698817186	0.07168457999498644	0.027436454496481976	0.4383535113263488
52	0	1.0687698191249884	0.2979947974782108	2.4752541582970675	0.4367715517651278	0.0648597466412309	0.026625818804957894	0.4360523879260677
54	0	1.029966154957876	0.290988951006509	2.5709304970734026	0.4588513944411639	0.0549788873241435	0.0256366943982184	0.43376334420295687
56	0	1.0050003727647463	0.2840869408832211	2.68367763315397	0.48020776385330066	0.04911090615760949	0.02422461546545527	0.43148631674511956
58	0	0.9321451610050412	0.2769543717691599	2.8089481041817996	0.5011346986175326	0.04874418297823734	0.022650041222278712	0.4292212424735368
60	0	0.8759156071402934	0.26933832014028697	2.9365635519985043	0.5220830827327014	0.03857957894618707	0.020909819424550103	0.4269680586403217
62	0	0.8305772258151123	0.2615811086720756	3.033201524493244	0.5422794278568904	0.033636568835183844	0.019424359775305794	0.42472670282698066
64	0	0.7808018251399254	0.2537625817703511	3.145347265699116	0.5617393687257797	0.03909797918117003	0.01814631561529945	0.4224971129426834
66	0	0.7364162221534138	0.24585729662329056	3.244802900590951	0.5801960415606839	0.033555250060071276	0.017009071578445483	0.42027922722254424
68	0	0.6803671319097848	0.23778771450527045	3.332194554792052	0.597609519013623	0.02955126751360507	0.015784523714612395	0.41807298422590994
70	0	0.6338719280564077	0.22952258292621344	3.4510388818534885	0.6144234816033431	0.03544853832512185	0.014619183225172033	0.41587832283465825
72	0	0.5973301583321705	0.221307353429684	3.5425330707216935	0.6305934483957144	0.02607812773495838	0.013796297972990774	0.41369518225150465
74	0	0.5531568580368279	0.2129539173852659	3.634550104284158	0.6459497908852355	0.02511199733415193	0.012632384811324528	0.41152350199831783
76	0	0.5052531112963654	0.20470007441347932	3.739712302085493	0.6606741373420998	0.031019875947665893	0.012044872528546555	0.40936322191444546
78	0	0.46030339825412053	0.1963269432884197	3.832964608684337	0.6747530614763511	0.03453761019393485	0.011683708947863943	0.40721428215504524
80	0	0.42410870787430716	0.18800617956865398	3.9183490041690385	0.688166054264509	0.028604398435175198	0.011404026758110747	0.40507662318943
82	0	0.39147818825530006	0.17976571691509732	3.9860269552917797	0.7005520744128951	0.024417745208428952	0.010824182314343532	0.40295018579941677
84	0	0.36038297707248673	0.17173180491280615	4.054950942448442	0.7120264852481916	0.022023831917136586	0.01034004479154725	0.4008349110776859
86	0	0.3422489395932693	0.16392525805357183	4.114946184750296	0.7226172510104045	0.023429373186679082	0.009605641137065366	0.3987307404261503
88	0	0.3143604600061352	0.15631091932768143	4.194366455627717	0.7325278970379876	0.027155349738379627	0.009456236430795172	0.3966376155543322
90	0	0.28810734583316133	0.14887462740240848	4.258419820943574	0.7420768727228673	0.03665327141186761	0.009407559979415722	0.3945554784777473
92	0	0.2669097117908008	0.14175386346762525	4.322802670720116	0.7508722937683794	0.02656856701264907	0.009796989501083342	0.39248427151629967
94	0	0.24392954559901162	0.13479931300243145	4.375269051063982	0.7590833286394459	0.027181825700036213	0.009760252845896657	0.3904239372926824
96	0	0.23179654486647783	0.12807131827004956	4.429808146493646	0.7667363065223458	0.02876844121316924	0.009500458534045119	0.38837441873078987
98	0	0.23165458115848991	0.12173446339648765	4.481899243209728	0.7737699118460781	0.022316326763230743	0.009724940637129838	0.38633565905413547
100	0	0.24054399915644004	0.11602031074596098	4.536089987861705	0.7803669404308575	0.018579248745492178	0.009302299322506376	0.38430760178427925
102	0	0.21351801638154733	0.11058767111221672	4.570680235731142	0.7864602048270559	0.0385919602130842	0.00956355632734552	0.3822901907392624
104	0	0.19406113431186028	0.10516110613335443	4.614310483559372	0.7920191928140713	0.03445210761332416	0.00985119906021344	0.3802833700320524
106	0	0.19579756465759995	0.10011937786468596	4.6383034005089	0.7970591629047241	0.028071264863347163	0.010165419661082222	0.3782870840689935
108	0	0.18672642604743483	0.09536747919282315	4.657652228868573	0.8015398207171882	0.03670384095695585	0.010335616587029538	0.3763012775482669
110	0	0.17713172934717097	0.09086175009283812	4.663745363795356	0.8054047443463095	0.0342727376444961	0.010295015937724581	0.3743258954583598
112	0	0.1708967141497901	0.08652632932640412	4.686337919197912	0.8087825662473973	0.03518089982349404	0.010296351025307134	0.37236088307654025
114	0	0.14131980678856307	0.08227059936599165	4.70213790151431	0.8117596873549986	0.043967754815168236	0.010834579744239346	0.3704061859673418
116	0	0.140737295629483	0.0781768427646438	4.711771421327275	0.8144182963541816	0.0365650196094264	0.011410574897808813	0.36846174998105485
118	0	0.12727201986596923	0.07418309111042866	4.724897576040045	0.8167932182324588	0.050501711827220054	0.011862535431648913	0.36652752125222715
120	0	0.10830879437954315	0.07029815710747274	4.727732412613561	0.8188536419641632	0.050921738428530997	0.012775010300016681	0.36460344619817225
122	0	0.09798913870889245	0.0664760579544377	4.742982419276302	0.8206010112471168	0.047898025882415436	0.013253062369743388	0.3626894715174832
124	0	0.0807602856511929	0.06271374552640377	4.750860569817171	0.8223305399792644	0.046570250574379954	0.013605871317109663	0.3607855441885579
126	0	0.07831381793168124	0.059125404793164665	4.77481465540803	0.823812379132646	0.04194743943959234	0.013453915183262607	0.35889161146813003
128	0	0.07075768017342926	0.0557069816722555	4.780494059475979	0.825298908551061	0.05259983795492889	0.013997697010356901	0.35700762088980637
130	0	0.07578577389381046	0.05259434982609723	4.808490364734969	0.8267647067883906	0.05636496285427496	0.015118999739156294	0.3551335202626154
132	0	0.07638673111004049	0.04975365761318413	4.809856263665051	0.8281444823773333	0.06002812523987823	0.01580444107944556	0.3532692576695596
134	0	0.06842170249048186	0.04701142744383065	4.822967300114147	0.8294392586042197	0.07811630261391579	0.017006764165089863	0.35141478146617816
136	0	0.062183461669460594	0.04434094652952082	4.826517423949787	0.8305895052479013	0.05997464645508935	0.01801543794646289	0.3495700402791168
138	0	0.0645073856883454	0.04188948794304979	4.830508540770878	0.8315173134992344	0.06554935170120521	0.018365200710462493	0.34773498300470457
