### LC--->noradrenaline_LC DR--->serotonin_DR VLPO--->GABA_VLPO WR--->acetylcholin_WR R--->acetylcholin_R SCN--->GABA_SCN 
time	hypnogram	LC_F	LC_C	DR_F	DR_C	VLPO_F	VLPO_C	WR_F	WR_C	R_F	R_C	SCN_F	SCN_C	homeostatic
10	1	6.176147534354294	0.8800407569199953	4.999601294049716	0.8644926620544527	-0.008159451325199204	-0.00195411849760574	5.54102862276115	0.9381358518237625	-0.0030154894677554287	0.000939844196469736	4.292193461433247	0.7968647809312054	0.26205670501256684
12	1	6.195791579038988	0.8773080447365084	4.865026171656337	0.8561214053696851	-0.0002205792378431913	-0.0017484995846066135	5.437090972395349	0.9402411707798474	0.007315987021958378	0.00130860309201035	4.288638586847578	0.7957490111466162	0.2644474458956388
14	1	6.216133562360493	0.8749094613632963	4.763927343422504	0.8476032996838291	0.005718222717793022	-0.0013041807901148128	5.347869966383786	0.9413689510930185	-0.009780962418296717	0.0008110375360768969	4.285810496987578	0.7947649895215045	0.266831365742008
16	1	6.221535980187583	0.8727364761028488	4.661790416233197	0.8390221516826937	-0.004603386550302467	-0.001120648875234618	5.2812461322102235	0.9417741541159471	0.00335648591327801	0.00036193253790060576	4.285817550358985	0.7939384104979326	0.26920848401281383
18	1	6.23107154827534	0.8707486233570118	4.5662629613085715	0.8303952601740632	-0.006539296379871898	-0.000991751252866947	5.223686766415065	0.9417363260255123	0.007103083182225394	0.00021400234604072982	4.281405715967197	0.7931858496458574	0.27157882011367096
20	1	6.246951994179635	0.8689743695024719	4.475289768586615	0.8217854630702275	0.0007613247633761894	-0.0009895176499648962	5.1916926864250215	0.941373141315645	2.996418591459573e-07	0.0002087782001389593	4.271495968997147	0.7924371835439483	0.2739423933948279
22	1	6.280043787492716	0.8674301235564067	4.409832087153936	0.8131860939761462	0.008054516987121865	-0.0005441699282666587	5.175069612659095	0.9408991061506057	-0.0028022066874781983	4.768253838068746e-05	4.267341876637786	0.7917754876724431	0.27629922315132505
24	1	6.303873806888362	0.8661358784753953	4.331235435181464	0.8047096471342251	0.012937411095332321	-2.6858053356228702e-05	5.137443726502	0.9403289745928332	-0.0019230137368551978	-0.00021519468802969584	4.263554146216929	0.7910836656417701	0.27864932862315134
26	1	6.324087634275573	0.8650322111449914	4.278118905108175	0.7963876372956503	0.01368694798084367	0.0007086011803879548	5.093418042894518	0.9395539665634828	-0.001061260049332676	-0.00044261839018075607	4.261921718389133	0.7904775017821641	0.28099272899540256
28	1	6.326087287562227	0.8640526911564338	4.2287773859614175	0.7882531079647623	0.011338474412244533	0.001314272721293235	5.065885805823521	0.938642905058763	-0.004234405556953827	-0.00047481447079375267	4.254151475165407	0.7898352735199797	0.2833294433984377
30	1	6.338750145466396	0.8632004549092914	4.189674826879571	0.780451108923432	0.017381806454712812	0.001853412657633316	5.059770192750641	0.9377531982451132	0.003935203607061628	-0.0003427559733486639	4.2526442983608845	0.7893629483393938	0.2856594909080339
32	1	6.349745944711908	0.862434522775375	4.167034458189371	0.7730341817989561	0.009369489651275171	0.0021356945721615482	5.056630775453891	0.9370152341009709	0.011889321433677639	8.170002724209604e-05	4.24356168572597	0.7888778994384278	0.2879828905455439
34	1	6.359318105679956	0.8617968018741832	4.167222917353503	0.7660396953287482	0.024530924589411154	0.0027817028993767493	5.047092279099434	0.9363492569631696	-0.002779159203259849	0.000620234064116915	4.245113986292837	0.7883258793908975	0.2902996612780499
36	1	6.3781633479837305	0.8612462549073805	4.138139524124875	0.7595153467984557	0.02245497111966459	0.003289794548430019	5.0288856837271005	0.9356874207445163	-0.00240465447874816	5.4759190989959256e-05	4.239597957112632	0.7878747752695368	0.2926098220185198
38	1	6.406474464865293	0.860845081593737	4.109339059965912	0.7531984281349589	0.013411920259542893	0.003348016679586001	5.0288609138194955	0.9350598048458891	-0.0031965105413481465	-0.00010445441498895158	4.233141006166973	0.7874226552233855	0.2949133916259597
40	1	6.405554973128484	0.860539723165429	4.079442469404082	0.7471263612066258	0.024607044312157052	0.0035682788609659242	5.019377433240606	0.9345295842575618	0.0033573643779502616	0.0001417242973093575	4.22959066080816	0.7869171408790281	0.2972103889055697
